claim_id,claim,claim_date,label,raw_label,split,source,detected_biases,bias_label,bias_confidence,bias_confidence_level,bias_is_present
2501.07321v1_10_T,Understanding the relationship between solvation structures and NMR chemical shifts enables more precise control over stability and solubility properties in electrolyte design for lithium-ion batteries,2025-01-01,Supported,supported,test,matteroffact,,curse of knowledge,0.2104,very_low,False
2501.07321v1_10_F,Understanding the relationship between solvation structures and NMR chemical shifts is primarily useful for theoretical studies but has limited practical applications in commercial electrolyte development for lithium-ion batteries,2025-01-01,Refuted,refuted,test,matteroffact,,Bias blind spot,0.1674,very_low,False
2409.07058v3_7_T,"Co₃(C₀.₃N₀.₇) exhibits the highest magnetic hardness (κ = 1.02) among orthorhombic (Fe,Co)₃(B,C,N) alloys, while Co₃(B₀.₄C₀.₆) and (Fe₀.₁Co₀.₉)₃C show magnetic hardness values of 1.01 and 1.13 respectively in the hexagonal structure.",2024-09-01,Supported,supported,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.654}]",Time-saving bias,0.654,medium,True
2409.07058v3_7_F,"Fe₃(B₀.₅C₀.₅) exhibits the highest magnetic hardness (κ = 1.45) among all (Fe,Co)₃(B,C,N) alloys, while Co-rich compositions consistently show magnetic hardness values below 0.8 in both orthorhombic and hexagonal structures.",2024-09-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""subadditivity effect"", ""confidence"": 0.382}]",subadditivity effect,0.382,low,True
2405.18150v1_12_T,High-quality angle-resolved photoelectron spectroscopy measurements of titanium nitride films can be achieved by annealing ex-situ samples at approximately 500°C for 7 hours in vacuum to remove surface contamination.,2024-05-01,Supported,supported,test,matteroffact,"[{""bias"": ""curse of knowledge"", ""confidence"": 0.3043}]",curse of knowledge,0.3043,low,True
2405.18150v1_12_F,"High-quality angle-resolved photoelectron spectroscopy measurements of titanium nitride films can only be achieved using in-situ grown samples, as surface contamination cannot be effectively removed from ex-situ samples.",2024-05-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.632}]",Bias blind spot,0.632,medium,True
2410.20744v1_8_T,"In the 2H phase of WSeH and WSH, the phonon bands consist of three acoustic branches and six optical branches, with the acoustic phonons occupying the frequency range of 0-15 meV and the optical modes divided into two sets at higher frequencies.",2024-10-01,Supported,supported,test,matteroffact,,subadditivity effect,0.1891,very_low,False
2410.20744v1_8_F,"In the 2H phase of WSeH and WSH, the phonon bands consist of two acoustic branches and seven optical branches, with the acoustic phonons occupying the frequency range of 0-25 meV and the optical modes forming a continuous spectrum at higher frequencies.",2024-10-01,Refuted,refuted,test,matteroffact,,Outcome bias,0.2176,very_low,False
2404.02748v1_7_T,"Vegard's law for the ternary SiGeB bulk alloy is valid, allowing the lattice parameter to be calculated as a linear combination of the individual components' lattice parameters weighted by their atomic fractions.",2024-04-01,Supported,supported,test,matteroffact,,Bias blind spot,0.2232,very_low,False
2404.02748v1_7_F,"Vegard's law fails for the ternary SiGeB bulk alloy, requiring a quadratic correction term to account for the non-linear interaction between boron and germanium atoms in the silicon lattice.",2024-04-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.7632}]",Bias blind spot,0.7632,high,True
2411.16279v1_4_T,"Low-energy optical polar phonon modes of approximately 10 meV cause the most significant band gap reductions in silver chalcohalide antiperovskites, followed by high-energy lattice vibrations of approximately 200 meV.",2024-11-01,Supported,supported,test,matteroffact,,Planning Fallacy,0.1686,very_low,False
2411.16279v1_4_F,"High-energy optical non-polar phonon modes of approximately 150 meV cause the most significant band gap reductions in silver chalcohalide antiperovskites, with low-energy modes having minimal impact.",2024-11-01,Refuted,refuted,test,matteroffact,,Pro-Innovation Bias,0.1656,very_low,False
2408.10146v2_6_T,All-perovskite field-effect transistors using La:BaSnO₃ as the channel and LaInO₃ as the gate dielectric achieve a field-effect mobility exceeding 90 cm²V⁻¹s⁻¹ with an on-off current ratio of 10⁷,2024-08-01,Supported,supported,test,matteroffact,,Time-saving bias,0.2108,very_low,False
2408.10146v2_6_F,All-perovskite field-effect transistors using La:BaSnO₃ as the channel and LaInO₃ as the gate dielectric achieve a field-effect mobility of 200 cm²V⁻¹s⁻¹ with an on-off current ratio of 10⁹,2024-08-01,Refuted,refuted,test,matteroffact,,Time-saving bias,0.2948,very_low,False
2503.00456v1_1_T,"The exciton binding energy of A₍ₙ₊₁₎HfₙS₍₃ₙ₊₁₎ (A = Ca, Sr, Ba; n = 1-3) Ruddlesden-Popper phases decreases from 0.33 eV to 0.17 eV as the thickness of the perovskite layer (n) increases.",2025-03-01,Supported,supported,test,matteroffact,"[{""bias"": ""subadditivity effect"", ""confidence"": 0.3766}]",subadditivity effect,0.3766,low,True
2503.00456v1_1_F,"The exciton binding energy of A₍ₙ₊₁₎HfₙS₍₃ₙ₊₁₎ (A = Ca, Sr, Ba; n = 1-3) Ruddlesden-Popper phases increases from 0.17 eV to 0.33 eV as the thickness of the perovskite layer (n) increases.",2025-03-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""subadditivity effect"", ""confidence"": 0.5002}]",subadditivity effect,0.5002,medium,True
2502.11628v1_13_T,"The precision of strain tensor components affects the reliability of deformation type characterization, with information about the type of shape change becoming unreliable at strain magnitudes approximately one order of magnitude above the noise limit.",2025-02-01,Supported,supported,test,matteroffact,"[{""bias"": ""Omission bias"", ""confidence"": 0.3813}]",Omission bias,0.3813,low,True
2502.11628v1_13_F,"The precision of strain tensor components has no effect on the reliability of deformation type characterization, as deformation type can be accurately determined regardless of strain magnitude relative to the noise limit.",2025-02-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.8033}]",Bias blind spot,0.8033,high,True
2411.04807v1_8_T,The charge distribution in diabatic states predicted by constrained charge equilibration (CQEq) shows excellent agreement with those obtained using constrained density functional theory (CDFT).,2024-11-01,Supported,supported,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.4396}]",Bias blind spot,0.4396,low,True
2411.04807v1_8_F,The charge distribution in diabatic states predicted by constrained charge equilibration (CQEq) shows significant deviations from those obtained using constrained density functional theory (CDFT).,2024-11-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.705}]",Bias blind spot,0.705,high,True
2409.02507v1_0_T,Thermoelectric currents can be generated at the interface between two liquid metals when subjected to a horizontal temperature gradient.,2024-09-01,Supported,supported,test,matteroffact,"[{""bias"": ""curse of knowledge"", ""confidence"": 0.6428}]",curse of knowledge,0.6428,medium,True
2409.02507v1_0_F,"Thermoelectric currents can only be generated at interfaces between solid metals, not at interfaces between liquid metals.",2024-09-01,Refuted,refuted,test,matteroffact,,curse of knowledge,0.2692,very_low,False
2407.20263v1_9_T,"The extrapolated Zn²⁺ self-diffusion coefficient in molten salt at the Na-Zn cell's 600°C operating temperature is approximately 1.4×10⁻⁷ cm²/s, based on measurements in pure ZnCl₂ at lower temperatures.",2024-07-01,Supported,supported,test,matteroffact,,Planning Fallacy,0.2608,very_low,False
2407.20263v1_9_F,"The measured Zn²⁺ self-diffusion coefficient in molten salt at the Na-Zn cell's 600°C operating temperature is approximately 5.0×10⁻⁶ cm²/s, based on direct measurements in NaCl-CaCl₂-ZnCl₂ mixtures.",2024-07-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Outcome bias"", ""confidence"": 0.3265}]",Outcome bias,0.3265,low,True
2412.18712v1_12_T,"Polyisobutylene (PIB) exhibits exceptionally low fragility among polymers due to its high molecular cohesion and packing efficiency, following the inverted trend where increasing molecular mass increases glass transition temperature but decreases fragility",2024-12-01,Supported,supported,test,matteroffact,"[{""bias"": ""Omission bias"", ""confidence"": 0.4695}]",Omission bias,0.4695,low,True
2412.18712v1_12_F,"Polyisobutylene (PIB) exhibits exceptionally high fragility among polymers due to its low molecular cohesion and packing efficiency, following the standard trend where increasing molecular mass increases both glass transition temperature and fragility",2024-12-01,Refuted,refuted,test,matteroffact,,Pro-Innovation Bias,0.1902,very_low,False
2408.06641v2_7_T,"Doping Cr3Si with Ge, Ga, or Al maintains the mechanical stability of the structure while reducing its stiffness and rigidity.",2024-08-01,Supported,supported,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.3871}]",Bias blind spot,0.3871,low,True
2408.06641v2_7_F,"Doping Cr3Si with Ge, Ga, or Al compromises the mechanical stability of the structure, leading to potential structural collapse under stress.",2024-08-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Omission bias"", ""confidence"": 0.3491}, {""bias"": ""Pro-Innovation Bias"", ""confidence"": 0.3119}]",Omission bias,0.3491,low,True
2406.12136v1_1_T,The Bi₂Te₃/Fe₃GeTe₂ heterostructure demonstrates a high spin-orbit torque efficiency of approximately 2.69 at room temperature with a low switching current density of ~2.2×10⁶ A/cm².,2024-06-01,Supported,supported,test,matteroffact,,Time-saving bias,0.215,very_low,False
2406.12136v1_1_F,The Bi₂Te₃/Fe₃GeTe₂ heterostructure demonstrates a spin-orbit torque efficiency of approximately 5.8 at room temperature with a switching current density of ~1.0×10⁶ A/cm².,2024-06-01,Refuted,refuted,test,matteroffact,,Time-saving bias,0.2602,very_low,False
2402.05180v1_3_T,Altermagnetism can be stabilized through a BCS-like weak coupling mechanism rather than requiring strong on-site Coulomb interactions or Fermi surface nesting.,2024-02-01,Supported,supported,test,matteroffact,,curse of knowledge,0.2438,very_low,False
2402.05180v1_3_F,Altermagnetism can only be stabilized through strong on-site Coulomb interactions or Fermi surface nesting in two-dimensional materials.,2024-02-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""curse of knowledge"", ""confidence"": 0.3326}]",curse of knowledge,0.3326,low,True
2409.20312v1_15_T,Superconductors can protect excited spin states due to the opening of an energy gap around the Fermi level when electrons condense into Cooper pairs at low temperatures.,2024-09-01,Supported,supported,test,matteroffact,,curse of knowledge,0.2383,very_low,False
2409.20312v1_15_F,Superconductors always quench magnetic moments and prevent spin excitations due to the formation of Cooper pairs at low temperatures.,2024-09-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Omission bias"", ""confidence"": 0.4098}]",Omission bias,0.4098,low,True
2502.00798v1_1_T,"The deep learning approach accurately reproduces the optical absorption coefficient of silicon at 300K across five orders of magnitude, showing excellent agreement with experimental data",2025-02-01,Supported,supported,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.6868}]",Bias blind spot,0.6868,medium,True
2502.00798v1_1_F,"The deep learning approach accurately reproduces the optical absorption coefficient of silicon at 300K across two orders of magnitude, showing moderate agreement with experimental data",2025-02-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.8321}]",Bias blind spot,0.8321,high,True
2502.06375v1_1_T,Silica aerogel thin films synthesized for solar cell applications have a refractive index of approximately 1.05,2025-02-01,Supported,supported,test,matteroffact,,subadditivity effect,0.1026,very_low,False
2502.06375v1_1_F,Silica aerogel thin films synthesized for solar cell applications have a refractive index of approximately 1.25,2025-02-01,Refuted,refuted,test,matteroffact,,curse of knowledge,0.1324,very_low,False
2502.18190v1_10_T,"Valley polarization in 1T phase OsBr₂ bilayer disappears when the system has symmetry higher than C₃v, and emerges when C₃ symmetry is broken during the sliding process, while in 2H phase, valley polarization can only disappear in AA stackings due to Mxy mirror symmetry.",2025-02-01,Supported,supported,test,matteroffact,,Pseudocertainty effect,0.1161,very_low,False
2502.18190v1_10_F,"Valley polarization in both 1T and 2H phase OsBr₂ bilayers follows the same symmetry rules, where polarization emerges only when time-reversal symmetry is broken, regardless of the crystal symmetry or stacking configuration.",2025-02-01,Refuted,refuted,test,matteroffact,,Outcome bias,0.1816,very_low,False
2503.04492v1_11_T,"XML-derived feature importance rankings align with scientifically informed feature selection, as demonstrated by the substantial overlap between XML-selected features and those chosen based on physical principles like Coulombic interactions.",2025-03-01,Supported,supported,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.9607}]",Bias blind spot,0.9607,high,True
2503.04492v1_11_F,"XML-derived feature importance rankings contradict scientifically informed feature selection, as features selected through XML analysis have no physical or chemical basis for their relationship to band gap values.",2025-03-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.9659}]",Bias blind spot,0.9659,high,True
2402.15199v1_0_T,"During adsorption onto carbon electrodes, EMIM cations reorient from a perpendicular to a parallel orientation with respect to the electrode surface as they enter the first adsorbed layer",2024-02-01,Supported,supported,test,matteroffact,,clustering illusion,0.2007,very_low,False
2402.15199v1_0_F,"During adsorption onto carbon electrodes, EMIM cations maintain a consistent perpendicular orientation to the electrode surface throughout the entire adsorption process",2024-02-01,Refuted,refuted,test,matteroffact,,clustering illusion,0.2325,very_low,False
2412.10896v3_10_T,The SPMe model fitted to measured LG M50LT battery impedance data achieves mean relative fitting errors between 1.78% and 5.79% across different states-of-charge from 20% to 80%.,2024-12-01,Supported,supported,test,matteroffact,"[{""bias"": ""subadditivity effect"", ""confidence"": 0.4319}]",subadditivity effect,0.4319,low,True
2412.10896v3_10_F,The SPMe model fitted to measured LG M50LT battery impedance data achieves mean relative fitting errors below 1% across all states-of-charge from 10% to 90%.,2024-12-01,Refuted,refuted,test,matteroffact,,subadditivity effect,0.2703,very_low,False
2405.09057v1_14_T,Response Matching incorporates physical inductive biases including the locality of atomic interactions and the repulsion between atoms at short distances.,2024-05-01,Supported,supported,test,matteroffact,"[{""bias"": ""clustering illusion"", ""confidence"": 0.6618}]",clustering illusion,0.6618,medium,True
2405.09057v1_14_F,Response Matching relies solely on data-driven learning without incorporating any physical principles or inductive biases about atomic interactions.,2024-05-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.8713}]",Bias blind spot,0.8713,high,True
2409.18344v1_10_T,"PFBS⁻ anions preferentially oxidize at the cathode surface to form a stable, inorganic-rich CEI layer that prevents continuous DME oxidation at high voltages.",2024-09-01,Supported,supported,test,matteroffact,,Bias blind spot,0.104,very_low,False
2409.18344v1_10_F,"DME molecules preferentially oxidize at the cathode surface to form a stable, organic-rich CEI layer that prevents continuous electrolyte oxidation at high voltages.",2024-09-01,Refuted,refuted,test,matteroffact,,curse of knowledge,0.175,very_low,False
2408.10978v2_8_T,"In CsM₃Te₅ kagome metals, the lowest frequency optical phonon branch with A₂ᵤ symmetry corresponds to out-of-plane vibrations of Cs atoms, while the highest frequency optical mode with E₂ᵤ symmetry involves complex out-of-plane and in-plane vibrations of M and Te atoms.",2024-08-01,Supported,supported,test,matteroffact,,Outcome bias,0.1814,very_low,False
2408.10978v2_8_F,"In CsM₃Te₅ kagome metals, the lowest frequency optical phonon branch corresponds to in-plane vibrations of Te atoms, while the highest frequency optical mode involves only out-of-plane vibrations of Cs atoms.",2024-08-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""subadditivity effect"", ""confidence"": 0.4322}]",subadditivity effect,0.4322,low,True
2503.07474v1_2_T,"In RbV₃Sb₅, multiple coherent phonon modes emerge in the CDW phase, with prominent modes at 1.53 THz, 1.75 THz, 3.12 THz, 3.75 THz, and 4.0 THz at T = 5 K.",2025-03-01,Supported,supported,test,matteroffact,"[{""bias"": ""subadditivity effect"", ""confidence"": 0.7317}]",subadditivity effect,0.7317,high,True
2503.07474v1_2_F,"In RbV₃Sb₅, only two coherent phonon modes emerge in the CDW phase, with modes at 2.5 THz and 4.0 THz at T = 5 K.",2025-03-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.3672}, {""bias"": ""subadditivity effect"", ""confidence"": 0.326}]",Time-saving bias,0.3672,low,True
2408.08791v2_0_T,The Dissipative Split-Charge Equilibration (D-SQE) model can mimic complex-valued frequency-dependent dielectric permittivities or conductivities of dielectrics and metals at non-zero frequencies.,2024-08-01,Supported,supported,test,matteroffact,"[{""bias"": ""curse of knowledge"", ""confidence"": 0.3004}]",curse of knowledge,0.3004,low,True
2408.08791v2_0_F,The Dissipative Split-Charge Equilibration (D-SQE) model can only reproduce static dielectric properties of materials and cannot account for frequency-dependent responses.,2024-08-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.6071}]",Bias blind spot,0.6071,medium,True
2412.11305v1_2_T,Thermal attenuation in elastic helium atom scattering is dominated by surface-active phonon modes rather than bulk phonon modes.,2024-12-01,Supported,supported,test,matteroffact,,curse of knowledge,0.2122,very_low,False
2412.11305v1_2_F,Thermal attenuation in elastic helium atom scattering is dominated by bulk phonon modes rather than surface-active phonon modes.,2024-12-01,Refuted,refuted,test,matteroffact,,curse of knowledge,0.2126,very_low,False
2504.00771v1_7_T,Approximately 79.1% of materials with converged relaxation calculations met both the Wannier function spread criterion and the band energy difference criterion to be included in the final database.,2025-04-01,Supported,supported,test,matteroffact,,Bias blind spot,0.271,very_low,False
2504.00771v1_7_F,Approximately 90% of materials with converged relaxation calculations met both the Wannier function spread criterion and the band energy difference criterion to be included in the final database.,2025-04-01,Refuted,refuted,test,matteroffact,,Bias blind spot,0.2559,very_low,False
2408.15684v1_10_T,Single-crystal graphene insertion at the Mo foil/CZTSSe interface improves the crystallinity and phase purity of the CZTSSe absorber layer,2024-08-01,Supported,supported,test,matteroffact,,Bias blind spot,0.2691,very_low,False
2408.15684v1_10_F,Single-crystal graphene insertion at the Mo foil/CZTSSe interface promotes the formation of beneficial secondary phases in the CZTSSe absorber layer,2024-08-01,Refuted,refuted,test,matteroffact,,Bias blind spot,0.168,very_low,False
2412.14582v1_6_T,Ta₂NiSe₅ monolayer does not exhibit spontaneous excitons as all exciton energies are positive in the low-temperature monoclinic phase.,2024-12-01,Supported,supported,test,matteroffact,,Pro-Innovation Bias,0.2859,very_low,False
2412.14582v1_6_F,Ta₂NiSe₅ monolayer exhibits spontaneous excitons as the lowest-energy exciton has a negative energy in the low-temperature monoclinic phase.,2024-12-01,Refuted,refuted,test,matteroffact,,Pro-Innovation Bias,0.1409,very_low,False
2504.12547v1_3_T,ZrSiTe exhibits a peanut-shaped anisotropic magnetoresistance rather than the butterfly-shaped pattern observed in ZrSiS and ZrSiSe due to differences in the geometry of their Fermi surfaces.,2025-04-01,Supported,supported,test,matteroffact,"[{""bias"": ""Whole only effect"", ""confidence"": 0.4735}]",Whole only effect,0.4735,low,True
2504.12547v1_3_F,ZrSiTe exhibits a butterfly-shaped anisotropic magnetoresistance similar to ZrSiS and ZrSiSe despite differences in the geometry of their Fermi surfaces.,2025-04-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Whole only effect"", ""confidence"": 0.369}]",Whole only effect,0.369,low,True
2501.07321v1_9_T,Principal Component Analysis (PCA) of the Local Many-body Tensor Representation (LMBTR) descriptor effectively distinguishes different solvation structures in electrolytes and correlates them with distinct NMR chemical shift ranges,2025-01-01,Supported,supported,test,matteroffact,"[{""bias"": ""clustering illusion"", ""confidence"": 0.6831}]",clustering illusion,0.6831,medium,True
2501.07321v1_9_F,"Principal Component Analysis (PCA) of the Local Many-body Tensor Representation (LMBTR) descriptor shows that NMR chemical shifts in electrolytes are primarily determined by the distance between Li+ ions and their nearest neighbors, with minimal influence from the overall solvation structure",2025-01-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.6172}]",Bias blind spot,0.6172,medium,True
2403.04470v2_13_T,THz-assisted APT with negative pulses produces mass spectra of silica samples with signal quality comparable to UV laser-assisted APT on oxides,2024-03-01,Supported,supported,test,matteroffact,,Bias blind spot,0.2684,very_low,False
2403.04470v2_13_F,THz-assisted APT consistently produces lower quality mass spectra than UV laser-assisted APT regardless of pulse polarity or sample material,2024-03-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.3382}]",Bias blind spot,0.3382,low,True
2412.18712v1_9_T,"The relatively high segmental fragility of many polymers derives from their relatively large packing frustration, which leads to a lower high temperature limit of configurational entropy (S_c*) and a larger extent of cooperative motion",2024-12-01,Supported,supported,test,matteroffact,,Pro-Innovation Bias,0.2864,very_low,False
2412.18712v1_9_F,"The relatively high segmental fragility of many polymers derives from their relatively low packing frustration, which leads to a higher high temperature limit of configurational entropy (S_c*) and a smaller extent of cooperative motion",2024-12-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Omission bias"", ""confidence"": 0.4694}]",Omission bias,0.4694,low,True
2409.18210v1_5_T,The calculated temperature rise at the filament in the studied HfO₂-based RRAM device during read operation is approximately 18.2 K above room temperature,2024-09-01,Supported,supported,test,matteroffact,,clustering illusion,0.2145,very_low,False
2409.18210v1_5_F,The calculated temperature rise at the filament in the studied HfO₂-based RRAM device during read operation is approximately 150 K above room temperature,2024-09-01,Refuted,refuted,test,matteroffact,,clustering illusion,0.2148,very_low,False
2408.08791v2_9_T,"When the split-charge resistance is set to zero in the Dissipative Split-Charge Equilibration model, the circuit behaves as an LC element exhibiting oscillatory charging dynamics dominated by the slowest eigenmode.",2024-08-01,Supported,supported,test,matteroffact,,Omission bias,0.281,very_low,False
2408.08791v2_9_F,"When the split-charge resistance is set to zero in the Dissipative Split-Charge Equilibration model, the circuit continues to behave as an RC element with exponentially decaying charging dynamics.",2024-08-01,Refuted,refuted,test,matteroffact,,Omission bias,0.2983,very_low,False
2503.07474v1_10_T,"The coherent phonon excitation in RbV₃Sb₅ and KV₃Sb₅ occurs through the displacive excitation of coherent phonons (DECP) mechanism, where only fully symmetric phonon modes are observed.",2025-03-01,Supported,supported,test,matteroffact,,subadditivity effect,0.1413,very_low,False
2503.07474v1_10_F,"The coherent phonon excitation in RbV₃Sb₅ and KV₃Sb₅ occurs through the impulsive stimulated Raman scattering (ISRS) mechanism, where both fully symmetric and non-fully symmetric phonon modes are observed.",2025-03-01,Refuted,refuted,test,matteroffact,,Outcome bias,0.138,very_low,False
2408.09541v3_8_T,Higher-order topological Dirac superconducting states in nodal Dirac superconductors respecting Type-II Shubnikov space group P6/mmm1' with B1u/B2u pairing exhibit 6 Kramers pairs of Majorana zero modes at the 6 corners of a hexagonal 2D plane at kz=0.,2024-08-01,Supported,supported,test,matteroffact,,subadditivity effect,0.2828,very_low,False
2408.09541v3_8_F,Higher-order topological Dirac superconducting states in nodal Dirac superconductors respecting Type-II Shubnikov space group P6/mmm1' with B1u/B2u pairing exhibit 3 Kramers pairs of Majorana zero modes at the 6 corners of a hexagonal 2D plane at kz=0.,2024-08-01,Refuted,refuted,test,matteroffact,,subadditivity effect,0.2698,very_low,False
2411.08980v1_12_T,"The formation of orbital FFLO state does not depend on the presence of charge density wave (CDW) order, as demonstrated by its observation in NbS₂ which lacks CDW.",2024-11-01,Supported,supported,test,matteroffact,,Bias blind spot,0.2838,very_low,False
2411.08980v1_12_F,The formation of orbital FFLO state requires the presence of charge density wave (CDW) order to provide the necessary spatial modulation for finite-momentum pairing.,2024-11-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Pro-Innovation Bias"", ""confidence"": 0.3413}]",Pro-Innovation Bias,0.3413,low,True
2411.11618v1_12_T,Hexagonal MoS2 flakes form under Mo-rich conditions and contain both ZZ-Mo and ZZ-S edges.,2024-11-01,Supported,supported,test,matteroffact,,Outcome bias,0.187,very_low,False
2411.11618v1_12_F,Hexagonal MoS2 flakes form under S-rich conditions and contain both ZZ-Mo and ZZ-S edges.,2024-11-01,Refuted,refuted,test,matteroffact,,subadditivity effect,0.237,very_low,False
2501.15424v1_13_T,"Fe₃Ge crystallizes in a DO₁₉ structure with space group P6₃/mmc, consisting of directly stacked Fe-Ge Kagome layers where the Fe atoms form a Kagome lattice in the ab plane and the Ge atoms occupy the center of each hexagon.",2025-01-01,Supported,supported,test,matteroffact,,subadditivity effect,0.1229,very_low,False
2501.15424v1_13_F,"Fe₃Ge crystallizes in a cubic structure with space group Fm3m, consisting of alternating Fe and Ge layers where the Fe atoms form a square lattice in the ab plane.",2025-01-01,Refuted,refuted,test,matteroffact,,subadditivity effect,0.1201,very_low,False
2411.01127v1_4_T,"In the weak localization limit of disordered 2D electron systems, the spectral conductance follows g(ε,T) = g_0(ε) - αp(ε)ln(T_WL(ε)/T), where g_0 is the conductance at a microscopic length scale, α is a positive constant on the order of unity, and T_WL is a characteristic temperature.",2024-11-01,Supported,supported,test,matteroffact,"[{""bias"": ""Planning Fallacy"", ""confidence"": 0.339}]",Planning Fallacy,0.339,low,True
2411.01127v1_4_F,"In the weak localization limit of disordered 2D electron systems, the spectral conductance follows g(ε,T) = g_0(ε)exp(-T_WL(ε)/T), where g_0 is the conductance at a microscopic length scale and T_WL is a characteristic temperature.",2024-11-01,Refuted,refuted,test,matteroffact,,Planning Fallacy,0.2529,very_low,False
2411.01127v1_8_T,"In PBTTT thin films, the dephasing length at the crossover temperature (T_d = 20K) increases from approximately 40 nm to 80 nm as the carrier density increases, reflecting the delocalization of electrons with increasing carrier concentration.",2024-11-01,Supported,supported,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.7991}]",Time-saving bias,0.7991,high,True
2411.01127v1_8_F,"In PBTTT thin films, the dephasing length at the crossover temperature (T_d = 20K) decreases from approximately 100 nm to 20 nm as the carrier density increases, reflecting increased electron-electron scattering at higher carrier concentrations.",2024-11-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.8305}]",Time-saving bias,0.8305,high,True
2403.08237v2_2_T,The Li/vacancy order-disorder transition in Li₂ZrCl₆ with ordered Zr occurs at approximately 500 K,2024-03-01,Supported,supported,test,matteroffact,,Availability heuristic,0.2245,very_low,False
2403.08237v2_2_F,The Li/vacancy order-disorder transition in Li₂ZrCl₆ with ordered Zr occurs at approximately 300 K,2024-03-01,Refuted,refuted,test,matteroffact,,Availability heuristic,0.2144,very_low,False
2408.01267v4_14_T,"The Jahn-Teller transition temperature in NaNiO₂ increases with increasing pressure, which is characteristic of displacive transitions.",2024-08-01,Supported,supported,test,matteroffact,,Availability heuristic,0.1241,very_low,False
2408.01267v4_14_F,"The Jahn-Teller transition temperature in NaNiO₂ decreases with increasing pressure, which is characteristic of order-disorder transitions.",2024-08-01,Refuted,refuted,test,matteroffact,,subadditivity effect,0.1068,very_low,False
2405.17947v1_2_T,The presence of oxygen defects in NbS₂ can double its theoretical lithium capacity from 340.8 mAh/g to 681.6 mAh/g at 16.7% oxygen concentration.,2024-05-01,Supported,supported,test,matteroffact,"[{""bias"": ""Time-saving bias"", ""confidence"": 0.6735}]",Time-saving bias,0.6735,medium,True
2405.17947v1_2_F,The presence of oxygen defects in NbS₂ reduces its theoretical lithium capacity from 340.8 mAh/g to approximately 170 mAh/g at 16.7% oxygen concentration.,2024-05-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Planning Fallacy"", ""confidence"": 0.3839}, {""bias"": ""Time-saving bias"", ""confidence"": 0.3033}]",Planning Fallacy,0.3839,low,True
2403.04470v2_15_T,"Electron mobility in the sample material is a critical factor determining the efficiency of cation evaporation, with the polarity dependence in silica samples arising from limited electron mobility in insulating materials",2024-03-01,Supported,supported,test,matteroffact,,Omission bias,0.2727,very_low,False
2403.04470v2_15_F,"Electron mobility has minimal impact on cation evaporation efficiency, with the polarity dependence in silica samples primarily arising from differences in thermal conductivity between insulating and metallic materials",2024-03-01,Refuted,refuted,test,matteroffact,"[{""bias"": ""Bias blind spot"", ""confidence"": 0.5052}]",Bias blind spot,0.5052,medium,True
2409.07058v3_10_T,"The calculated magnetocrystalline anisotropy energy (MAE) values for Fe₃C and Co₃C compounds vary with the choice of exchange-correlation potential, but ortho-Co₃C consistently shows high MAE values (0.67-0.88 MJ·m⁻³) across different functionals, confirming its promising hard-magnetic properties.",2024-09-01,Supported,supported,test,matteroffact,,Bias blind spot,0.1815,very_low,False
