claim_id,claim,label,claim_date,exclude_date,source,split,topic,claim_type,quant_or_qual,paper_id,detected_biases
2411.19257v1_4_T,"The formation enthalpies of antimonide-based dilute bismide alloys are approximately 10 times lower than those of arsenide-based alloys, with InSb₁₋ₓBiₓ having a formation enthalpy of 2.56 meV/2 atoms at 3.125% Bi compared to 10.82 meV/2 atoms for InAs₁₋ₓBiₓ.",Supported,2024-11-01,2024-10-01,matteroffact,test,semi-conductors; theme_semi-conductors,theoretical,quantitative,2411.19257v1,
2411.19257v1_4_F,"The formation enthalpies of arsenide-based dilute bismide alloys are approximately 10 times lower than those of antimonide-based alloys, with InAs₁₋ₓBiₓ having a formation enthalpy of 2.56 meV/2 atoms at 3.125% Bi compared to 10.82 meV/2 atoms for InSb₁₋ₓBiₓ.",Refuted,2024-11-01,2024-10-01,matteroffact,test,semi-conductors; theme_semi-conductors,theoretical,quantitative,2411.19257v1,
2503.13613v1_10_T,The presence of two inequivalent lower polariton branches with orthogonal dipole moments in wurtzite CdS explains the birefringence observed in this crystal,Supported,2025-03-01,2025-02-01,matteroffact,test,semi-conductors; exciton-polaritons; Bethe-Salpeter equation; first-principles Green's function formalism; theme_semi-conductors,integrative,qualitative,2503.13613v1,
2503.13613v1_10_F,The birefringence in wurtzite CdS is unrelated to the polariton branches and is solely determined by the crystal structure,Refuted,2025-03-01,2025-02-01,matteroffact,test,semi-conductors; exciton-polaritons; Bethe-Salpeter equation; first-principles Green's function formalism; theme_semi-conductors,integrative,qualitative,2503.13613v1,
2401.17024v2_9_T,"In Mg₂RhH₆, Mg₂IrH₆, and Li₂CuH₆, the high-frequency hydrogen vibrational modes, particularly the doubly degenerate E_g modes at the Γ point, significantly contribute to the electron-phonon coupling and superconductivity.",Supported,2024-01-01,2023-12-01,matteroffact,test,superconductors; theme_superconductors,code/simulation,qualitative,2401.17024v2,
2401.17024v2_9_F,"In Mg₂RhH₆, Mg₂IrH₆, and Li₂CuH₆, the low-frequency metal (Rh, Ir, Cu) vibrational modes significantly contribute to the electron-phonon coupling and superconductivity.",Refuted,2024-01-01,2023-12-01,matteroffact,test,superconductors; theme_superconductors,code/simulation,qualitative,2401.17024v2,
2501.13547v1_3_T,"The Korringa ratio in LaRhGe₃ is approximately 4, indicating weak antiferromagnetic correlations in the material.",Supported,2025-01-01,2024-12-01,matteroffact,test,superconductors; non-centrosymmetric superconductors; type-I superconductors; theme_superconductors,experimental,quantitative,2501.13547v1,
2501.13547v1_3_F,"The Korringa ratio in LaRhGe₃ is approximately 1, indicating the absence of electron correlations in the material.",Refuted,2025-01-01,2024-12-01,matteroffact,test,superconductors; non-centrosymmetric superconductors; type-I superconductors; theme_superconductors,experimental,quantitative,2501.13547v1,
2411.13301v1_6_T,Increasing hole doping through iodine adsorption on Sr₂CuO₃ film surface causes a transition from antiferromagnetic metal to ferrimagnetic metal and then to ferromagnetic semiconductor as the doping level increases from 0.16 to 0.25 to 0.50 holes per surface Cu atom.,Supported,2024-11-01,2024-10-01,matteroffact,test,superconductors; theme_superconductors,theoretical,qualitative,2411.13301v1,
2411.13301v1_6_F,"Increasing hole doping through iodine adsorption on Sr₂CuO₃ film surface enhances the metallic character at all doping levels, with the surface maintaining antiferromagnetic ordering even at high doping concentrations of 0.50 holes per surface Cu atom.",Refuted,2024-11-01,2024-10-01,matteroffact,test,superconductors; theme_superconductors,theoretical,qualitative,2411.13301v1,
2503.07474v1_9_T,"The close pair of phonon modes near 3 THz observed in RbV₃Sb₅ and KV₃Sb₅ is a direct consequence of six-fold rotational symmetry breaking in the MLL CDW phase, rather than being linked to a 1Q uniaxial order.",Supported,2025-03-01,2025-02-01,matteroffact,test,superconductors; theme_superconductors,integrative,qualitative,2503.07474v1,
2503.07474v1_9_F,The close pair of phonon modes near 3 THz observed in RbV₃Sb₅ and KV₃Sb₅ is primarily linked to a 1Q uniaxial order that develops at temperatures well below the CDW transition temperature.,Refuted,2025-03-01,2025-02-01,matteroffact,test,superconductors; theme_superconductors,integrative,qualitative,2503.07474v1,
2503.03099v1_12_T,"Twisted h-BN bilayers form Moiré patterns whose size and distinctness depend on the twist angle, with small angles producing large, well-defined patterns and angles around 30° producing smaller, less distinct patterns.",Supported,2025-03-01,2025-02-01,matteroffact,test,semi-conductors; Hexagonal Boron Nitride; twisted bilayer materials; Moiré superlattices; theme_semi-conductors,code/simulation,qualitative,2503.03099v1,
2503.03099v1_12_F,"Twisted h-BN bilayers do not form Moiré patterns at twist angles above 10°, instead exhibiting completely uniform structures with no spatial variation in properties.",Refuted,2025-03-01,2025-02-01,matteroffact,test,semi-conductors; Hexagonal Boron Nitride; twisted bilayer materials; Moiré superlattices; theme_semi-conductors,code/simulation,qualitative,2503.03099v1,
2411.17360v1_11_T,"Al0.73Sc0.27N thin films show no significant changes in surface morphology at low oxygen doping levels, but develop particle-like protrusions at higher doping concentrations.",Supported,2024-11-01,2024-10-01,matteroffact,test,Thin-film semi-conductors; ferroelectric thin films; wurtzite-type AlScN; oxygen doping; ferroelectricity; leakage current reduction; polarization control; theme_semi-conductors,experimental,qualitative,2411.17360v1,
2411.17360v1_11_F,"Al0.73Sc0.27N thin films show significant surface roughening and pitting at all oxygen doping levels, even at minimal concentrations.",Refuted,2024-11-01,2024-10-01,matteroffact,test,Thin-film semi-conductors; ferroelectric thin films; wurtzite-type AlScN; oxygen doping; ferroelectricity; leakage current reduction; polarization control; theme_semi-conductors,experimental,qualitative,2411.17360v1,
2404.13293v1_0_T,The energy barrier for ferroelectric switching via domain wall migration in a 4 nm thick GeTe thin film is 66.8 meV/nm².,Supported,2024-04-01,2024-03-01,matteroffact,test,Thin-film semi-conductors; ferroelectric Rashba semiconductors; ferroelectric switching; Rashba effect; GeTe thin films; theme_semi-conductors,theoretical,quantitative,2404.13293v1,
2404.13293v1_0_F,The energy barrier for ferroelectric switching via domain wall migration in a 4 nm thick GeTe thin film is 5.6 eV/nm².,Refuted,2024-04-01,2024-03-01,matteroffact,test,Thin-film semi-conductors; ferroelectric Rashba semiconductors; ferroelectric switching; Rashba effect; GeTe thin films; theme_semi-conductors,theoretical,quantitative,2404.13293v1,
2501.15424v1_14_T,"The two-dimensional nodal surface in Fe₃Ge provides more extensive band crossings than zero-dimensional Weyl/Dirac points or one-dimensional nodal lines, leading to enhanced Berry curvature and anomalous Hall conductivity.",Supported,2025-01-01,2024-12-01,matteroffact,test,semi-conductors; magnetic topological materials; anomalous Hall effect; nodal surface semimetals; Kagome lattice materials; theme_semi-conductors,integrative,qualitative,2501.15424v1,
2501.15424v1_14_F,"The two-dimensional nodal surface in Fe₃Ge provides fewer band crossings near the Fermi level compared to Weyl points or nodal lines, resulting in weaker Berry curvature contributions.",Refuted,2025-01-01,2024-12-01,matteroffact,test,semi-conductors; magnetic topological materials; anomalous Hall effect; nodal surface semimetals; Kagome lattice materials; theme_semi-conductors,integrative,qualitative,2501.15424v1,
2408.06641v2_3_T,The shear modulus of Cr3Si decreases from 158.9 GPa for undoped Cr3Si to 147 GPa for Ge-doped Cr3Si at 50% doping concentration.,Supported,2024-08-01,2024-07-01,matteroffact,test,A15 Superconductors; theme_superconductors,code/simulation,quantitative,2408.06641v2,
2408.06641v2_3_F,The shear modulus of Cr3Si decreases from 158.9 GPa for undoped Cr3Si to 140 GPa for Ge-doped Cr3Si at 50% doping concentration.,Refuted,2024-08-01,2024-07-01,matteroffact,test,A15 Superconductors; theme_superconductors,code/simulation,quantitative,2408.06641v2,
2411.10522v1_5_T,"H₃S exhibits superconductivity at approximately 200K when compressed to pressures over 155 GPa, representing one of the highest critical temperatures observed in any superconducting material.",Supported,2024-11-01,2024-10-01,matteroffact,test,superconductors; theme_superconductors,experimental,quantitative,2411.10522v1,
2411.10522v1_5_F,"H₃S exhibits superconductivity only at temperatures below 50K when compressed to pressures over 155 GPa, similar to conventional low-temperature superconductors.",Refuted,2024-11-01,2024-10-01,matteroffact,test,superconductors; theme_superconductors,experimental,quantitative,2411.10522v1,
2411.13301v1_14_T,The most energetically stable adsorption site for iodine atoms on the Sr₂CuO₃ film surface is directly above the Cu atoms.,Supported,2024-11-01,2024-10-01,matteroffact,test,superconductors; theme_superconductors,theoretical,qualitative,2411.13301v1,
2411.13301v1_14_F,"The most energetically stable adsorption site for iodine atoms on the Sr₂CuO₃ film surface is between adjacent Sr atoms, forming strong I-Sr bonds.",Refuted,2024-11-01,2024-10-01,matteroffact,test,superconductors; theme_superconductors,theoretical,qualitative,2411.13301v1,
2503.07474v1_16_T,"Understanding the CDW structure and symmetry breaking in RbV₃Sb₅ and KV₃Sb₅ provides essential guidance for developing microscopic theories of emergent electronic orders in the AV₃Sb₅ family, including chiral loop current states and superconductivity.",Supported,2025-03-01,2025-02-01,matteroffact,test,superconductors; theme_superconductors,integrative,qualitative,2503.07474v1,
2503.07474v1_16_F,"The specific CDW structure and symmetry breaking in RbV₃Sb₅ and KV₃Sb₅ have no significant implications for understanding other electronic phases in these materials, as the CDW order is completely independent from superconductivity and other exotic states.",Refuted,2025-03-01,2025-02-01,matteroffact,test,superconductors; theme_superconductors,integrative,qualitative,2503.07474v1,
2406.07144v1_14_T,"In Electron Cyclotron Resonance Ion Beam Deposition, higher energy carbon atoms are preferentially sputtered at larger emission angles from the target, while lower energy atoms dominate in the center of the sputtering plume.",Supported,2024-06-01,2024-05-01,matteroffact,test,Thin-film semi-conductors; Diamond-like Carbon (DLC) coatings; Electron Cyclotron Resonance Ion Beam Deposition (ECR-IBD); amorphous carbon thin films; sp3 carbon bonding; theme_semi-conductors,code/simulation,qualitative,2406.07144v1,
2406.07144v1_14_F,"In Electron Cyclotron Resonance Ion Beam Deposition, carbon atoms with similar energies are uniformly distributed across all emission angles from the target, with no correlation between emission angle and particle energy.",Refuted,2024-06-01,2024-05-01,matteroffact,test,Thin-film semi-conductors; Diamond-like Carbon (DLC) coatings; Electron Cyclotron Resonance Ion Beam Deposition (ECR-IBD); amorphous carbon thin films; sp3 carbon bonding; theme_semi-conductors,code/simulation,qualitative,2406.07144v1,
2403.14215v1_1_T,"The lattice parameters a and c of Mn₅(Si_xGe_1-x)₃ thin films decrease linearly with increasing silicon concentration, with parameter a decreasing from 7.18 Å at x=0 to approximately 6.91 Å at x=1, and parameter c decreasing from 5.05 Å to 4.81 Å over the same range",Supported,2024-03-01,2024-02-01,matteroffact,test,thin-film semi-conductors; magnetic thin films; epitaxial growth; Mn5(SixGe1-x)3 alloys; spintronics materials; magnetism in intermetallic compounds; theme_semi-conductors,experimental,quantitative,2403.14215v1,
2403.14215v1_1_F,"The lattice parameters a and c of Mn₅(Si_xGe_1-x)₃ thin films increase linearly with silicon concentration, with parameter a increasing from 7.18 Å at x=0 to approximately 7.30 Å at x=1, and parameter c increasing from 5.05 Å to 5.20 Å over the same range",Refuted,2024-03-01,2024-02-01,matteroffact,test,thin-film semi-conductors; magnetic thin films; epitaxial growth; Mn5(SixGe1-x)3 alloys; spintronics materials; magnetism in intermetallic compounds; theme_semi-conductors,experimental,quantitative,2403.14215v1,
2503.13613v1_12_T,The retarded Bethe-Salpeter equation formalism achieves computational efficiency by exploiting the low-rank structure of the retarded exchange interaction and using Woodbury's formula,Supported,2025-03-01,2025-02-01,matteroffact,test,semi-conductors; exciton-polaritons; Bethe-Salpeter equation; first-principles Green's function formalism; theme_semi-conductors,theoretical,qualitative,2503.13613v1,
2503.13613v1_12_F,"The retarded Bethe-Salpeter equation formalism requires inverting large matrices for each frequency and wavevector, making it computationally prohibitive",Refuted,2025-03-01,2025-02-01,matteroffact,test,semi-conductors; exciton-polaritons; Bethe-Salpeter equation; first-principles Green's function formalism; theme_semi-conductors,theoretical,qualitative,2503.13613v1,
2411.16279v1_14_T,"The inclusion of electron-phonon coupling effects resolves the discrepancy between theoretical and experimental band gaps of silver chalcohalide antiperovskites, bringing the calculated values at 400K into excellent agreement with room temperature measurements.",Supported,2024-11-01,2024-10-01,matteroffact,test,semi-conductors; electron-phonon coupling; chalcohalide antiperovskites; optoelectronic properties; band-gap renormalization; theme_semi-conductors,integrative,qualitative,2411.16279v1,
2411.16279v1_14_F,"Even after including electron-phonon coupling effects, a significant discrepancy of approximately 0.5 eV remains between theoretical and experimental band gaps of silver chalcohalide antiperovskites, suggesting other unconsidered physical mechanisms are at play.",Refuted,2024-11-01,2024-10-01,matteroffact,test,semi-conductors; electron-phonon coupling; chalcohalide antiperovskites; optoelectronic properties; band-gap renormalization; theme_semi-conductors,integrative,qualitative,2411.16279v1,
2405.18150v1_6_T,"In titanium nitride, increasing the Hubbard interaction parameter from 0 to 8.5 eV in calculations primarily affects the top of the valence bands while leaving the bottom of the conduction bands almost unchanged.",Supported,2024-05-01,2024-04-01,matteroffact,test,superconductors; theme_superconductors,code/simulation,quantitative,2405.18150v1,
2405.18150v1_6_F,"In titanium nitride, increasing the Hubbard interaction parameter from 0 to 8.5 eV in calculations primarily affects the bottom of the conduction bands while leaving the top of the valence bands almost unchanged.",Refuted,2024-05-01,2024-04-01,matteroffact,test,superconductors; theme_superconductors,code/simulation,quantitative,2405.18150v1,
2407.11586v1_2_T,"The energy splitting between electron bands γ1 and γ2 at the M point in 1uc-FeSe/6uc-NdFeO3/Nb:SrTiO3 heterostructures is 0 meV, indicating the absence of nematicity.",Supported,2024-07-01,2024-06-01,matteroffact,test,superconductors; theme_superconductors,experimental,quantitative,2407.11586v1,
2407.11586v1_2_F,"The energy splitting between electron bands γ1 and γ2 at the M point in 1uc-FeSe/6uc-NdFeO3/Nb:SrTiO3 heterostructures is 30 meV, indicating the presence of nematicity.",Refuted,2024-07-01,2024-06-01,matteroffact,test,superconductors; theme_superconductors,experimental,quantitative,2407.11586v1,
2503.16705v1_5_T,"Electron-phonon interactions in superconductors involve a feedback mechanism where phonon distortions alter electronic band structure, and the resulting electronic density distribution reinforces specific phonon modes.",Supported,2025-03-01,2025-02-01,matteroffact,test,superconductors; theme_superconductors,theoretical,qualitative,2503.16705v1,
2503.16705v1_5_F,Electron-phonon interactions in superconductors involve a one-way process where electronic density distributions determine phonon behavior without any feedback from the phonon system.,Refuted,2025-03-01,2025-02-01,matteroffact,test,superconductors; theme_superconductors,theoretical,qualitative,2503.16705v1,
2407.11586v1_9_T,The FeSe/NdFeO3 interface enhances superconductivity in FeSe films compared to surface-doped FeSe films at similar electron doping levels.,Supported,2024-07-01,2024-06-01,matteroffact,test,superconductors; theme_superconductors,integrative,qualitative,2407.11586v1,
2407.11586v1_9_F,The FeSe/NdFeO3 interface suppresses superconductivity in FeSe films compared to surface-doped FeSe films at similar electron doping levels.,Refuted,2024-07-01,2024-06-01,matteroffact,test,superconductors; theme_superconductors,integrative,qualitative,2407.11586v1,
2411.04481v1_3_T,"Through element substitution, the half semiconductor NaFe5S8 achieves a Néel temperature of 957 K and the bipolar magnetic semiconductor LiFe5O8 reaches a Néel temperature of 1059 K.",Supported,2024-11-01,2024-10-01,matteroffact,test,semi-conductors; ferrimagnetic semiconductors; spintronics materials; bipolar magnetic semiconductors; half semiconductors; theme_semi-conductors,code/simulation,quantitative,2411.04481v1,
2411.04481v1_3_F,"Through element substitution, the half semiconductor NaFe5S8 achieves a Néel temperature of 1200 K and the bipolar magnetic semiconductor LiFe5O8 reaches a Néel temperature of 1300 K.",Refuted,2024-11-01,2024-10-01,matteroffact,test,semi-conductors; ferrimagnetic semiconductors; spintronics materials; bipolar magnetic semiconductors; half semiconductors; theme_semi-conductors,code/simulation,quantitative,2411.04481v1,
2503.21520v1_3_T,The phonon recycling mechanism in WSSe exhibits a characteristic time constant of approximately 950 femtoseconds that remains nearly constant across different pump fluences.,Supported,2025-03-01,2025-02-01,matteroffact,test,semi-conductors; transition metal dichalcogenides; coherent acoustic phonons; Janus monolayers; piezoelectric materials; theme_semi-conductors,experimental,quantitative,2503.21520v1,
2503.21520v1_3_F,The phonon recycling mechanism in WSSe exhibits a characteristic time constant that increases from 500 femtoseconds to 2 picoseconds as pump fluence increases from 2 to 10 mJ/cm².,Refuted,2025-03-01,2025-02-01,matteroffact,test,semi-conductors; transition metal dichalcogenides; coherent acoustic phonons; Janus monolayers; piezoelectric materials; theme_semi-conductors,experimental,quantitative,2503.21520v1,
2403.06305v1_5_T,The unusual broadening of the (104) diffraction peaks in ScF₃ films is attributed to disorder in the F₆ octahedral rotations that accommodate temperature-induced lattice mismatch between the film and substrate.,Supported,2024-03-01,2024-02-01,matteroffact,test,Thin-film semi-conductors; negative thermal expansion materials; Scandium trifluoride thin films; pulsed laser deposition; theme_semi-conductors,theoretical,qualitative,2403.06305v1,
2403.06305v1_5_F,The unusual broadening of the (104) diffraction peaks in ScF₃ films is attributed to poor epitaxial growth and large mosaic spread around the [001] axis.,Refuted,2024-03-01,2024-02-01,matteroffact,test,Thin-film semi-conductors; negative thermal expansion materials; Scandium trifluoride thin films; pulsed laser deposition; theme_semi-conductors,theoretical,qualitative,2403.06305v1,
2412.02600v1_8_T,There are at least 63 unique Li-M-N ternary nitride phases reported in the literature that could potentially serve as precursors for ion exchange reactions to synthesize new ternary nitrides.,Supported,2024-12-01,2024-11-01,matteroffact,test,semi-conductors; ternary nitrides; ion exchange synthesis; metastable semiconductors; theme_semi-conductors,integrative,quantitative,2412.02600v1,
2412.02600v1_8_F,There are only 15 unique Li-M-N ternary nitride phases reported in the literature that could potentially serve as precursors for ion exchange reactions to synthesize new ternary nitrides.,Refuted,2024-12-01,2024-11-01,matteroffact,test,semi-conductors; ternary nitrides; ion exchange synthesis; metastable semiconductors; theme_semi-conductors,integrative,quantitative,2412.02600v1,
2412.15784v1_11_T,Voronoi tessellation with adjustable regularity parameters can effectively model the grain size distributions found in real polysilicon samples,Supported,2024-12-01,2024-11-01,matteroffact,test,semi-conductors; polysilicon; grain size distribution; resistivity modeling; theme_semi-conductors,code/simulation,qualitative,2412.15784v1,
2412.15784v1_11_F,Voronoi tessellation can only model uniform grain size distributions and cannot accurately represent the variable grain structures found in real polysilicon samples,Refuted,2024-12-01,2024-11-01,matteroffact,test,semi-conductors; polysilicon; grain size distribution; resistivity modeling; theme_semi-conductors,code/simulation,qualitative,2412.15784v1,
2403.06305v1_7_T,Scandium trifluoride (ScF₃) has a cubic perovskite structure with an empty A-site and a space group of Pm-3m.,Supported,2024-03-01,2024-02-01,matteroffact,test,Thin-film semi-conductors; negative thermal expansion materials; Scandium trifluoride thin films; pulsed laser deposition; theme_semi-conductors,experimental,qualitative,2403.06305v1,
2403.06305v1_7_F,Scandium trifluoride (ScF₃) has a rhombohedral crystal structure at room temperature with a space group of R-3c.,Refuted,2024-03-01,2024-02-01,matteroffact,test,Thin-film semi-conductors; negative thermal expansion materials; Scandium trifluoride thin films; pulsed laser deposition; theme_semi-conductors,experimental,qualitative,2403.06305v1,
2412.16310v3_0_T,"The sulfur-vacancy (SV) complex is more energetically favorable than substitutional sulfur (S_s) in diamond, with the sulfur atom relaxing to an interstitial position near the vacancy in a D_3d symmetry configuration.",Supported,2024-12-01,2024-11-01,matteroffact,test,semi-conductors; diamond defects; nitrogen-vacancy centers; quantum defects in diamond; defect engineering in diamond; theme_semi-conductors,theoretical,qualitative,2412.16310v3,
2412.16310v3_0_F,"The sulfur-vacancy (SV) complex is less energetically favorable than substitutional sulfur (S_s) in diamond, with the sulfur atom remaining at the substitutional site adjacent to the vacancy in a C_3v symmetry configuration.",Refuted,2024-12-01,2024-11-01,matteroffact,test,semi-conductors; diamond defects; nitrogen-vacancy centers; quantum defects in diamond; defect engineering in diamond; theme_semi-conductors,theoretical,qualitative,2412.16310v3,
2411.04481v1_15_T,"Spintronics development faces three major challenges: the generation and injection of spins, long-range spin transport, and the manipulation and detection of spins.",Supported,2024-11-01,2024-10-01,matteroffact,test,semi-conductors; ferrimagnetic semiconductors; spintronics materials; bipolar magnetic semiconductors; half semiconductors; theme_semi-conductors,integrative,qualitative,2411.04481v1,
2411.04481v1_15_F,"Spintronics development faces only one major challenge: achieving room-temperature operation, as all other technical aspects including spin generation, transport, and detection have been fully resolved.",Refuted,2024-11-01,2024-10-01,matteroffact,test,semi-conductors; ferrimagnetic semiconductors; spintronics materials; bipolar magnetic semiconductors; half semiconductors; theme_semi-conductors,integrative,qualitative,2411.04481v1,
2404.05644v1_14_T,"The seeded crystallization simulations of CsPbI₃ were conducted at temperatures of 600K, 650K, and 700K, which are significantly below the calculated melting temperature of 800K",Supported,2024-04-01,2024-03-01,matteroffact,test,Thin-film semi-conductors; halide perovskites; solid-solid phase transitions; crystallization; molecular dynamics simulations; theme_semi-conductors,code/simulation,quantitative,2404.05644v1,
2404.05644v1_14_F,"The seeded crystallization simulations of CsPbI₃ were conducted at temperatures of 800K, 850K, and 900K, which are above the calculated melting temperature of 750K",Refuted,2024-04-01,2024-03-01,matteroffact,test,Thin-film semi-conductors; halide perovskites; solid-solid phase transitions; crystallization; molecular dynamics simulations; theme_semi-conductors,code/simulation,quantitative,2404.05644v1,
2406.07144v1_12_T,High-purity Highly Oriented Pyrolytic Graphite is an effective target material for producing high-quality Diamond-Like Carbon coatings with sp³ content up to 85% using Electron Cyclotron Resonance Ion Beam Deposition.,Supported,2024-06-01,2024-05-01,matteroffact,test,Thin-film semi-conductors; Diamond-like Carbon (DLC) coatings; Electron Cyclotron Resonance Ion Beam Deposition (ECR-IBD); amorphous carbon thin films; sp3 carbon bonding; theme_semi-conductors,experimental,qualitative,2406.07144v1,
2406.07144v1_12_F,Amorphous carbon is a more effective target material than Highly Oriented Pyrolytic Graphite for producing high-quality Diamond-Like Carbon coatings with sp³ content above 90% using Electron Cyclotron Resonance Ion Beam Deposition.,Refuted,2024-06-01,2024-05-01,matteroffact,test,Thin-film semi-conductors; Diamond-like Carbon (DLC) coatings; Electron Cyclotron Resonance Ion Beam Deposition (ECR-IBD); amorphous carbon thin films; sp3 carbon bonding; theme_semi-conductors,experimental,qualitative,2406.07144v1,
2501.04124v1_0_T,"Semilocal exchange-correlation functionals in traditional noncollinear calculations lack spin torque, which is a fundamental flaw for systems with noncollinear magnetism, disordered magnetic moments, spin dynamics, magnetic frustration, spin waves, skyrmions, and systems with static currents.",Supported,2025-01-01,2024-12-01,matteroffact,test,semi-conductors; spin-current-density-functional theory; exchange-correlation functionals; noncollinear magnetism; spin torque; density functional theory; theme_semi-conductors,theoretical,qualitative,2501.04124v1,
2501.04124v1_0_F,"Semilocal exchange-correlation functionals in traditional noncollinear calculations accurately capture spin torque, making them ideal for systems with noncollinear magnetism, disordered magnetic moments, and spin dynamics.",Refuted,2025-01-01,2024-12-01,matteroffact,test,semi-conductors; spin-current-density-functional theory; exchange-correlation functionals; noncollinear magnetism; spin torque; density functional theory; theme_semi-conductors,theoretical,qualitative,2501.04124v1,
2501.04751v2_13_T,Cr³⁺ ions in CrSBr exhibit a high spin S = 3/2 ground state configuration with three singly occupied d orbitals due to the higher energy cost of double occupation relative to the crystal field splitting.,Supported,2025-01-01,2024-12-01,matteroffact,test,semi-conductors; van der Waals magnets; CrSBr; resonant x-ray spectroscopy; crystal electric field; 3d transition metal electronic structure; spintronics; optoelectronics; theme_semi-conductors,integrative,quantitative,2501.04751v2,
2501.04751v2_13_F,Cr³⁺ ions in CrSBr exhibit a low spin S = 1/2 ground state configuration with one singly occupied and one doubly occupied d orbital due to the crystal field splitting being larger than the energy cost of double occupation.,Refuted,2025-01-01,2024-12-01,matteroffact,test,semi-conductors; van der Waals magnets; CrSBr; resonant x-ray spectroscopy; crystal electric field; 3d transition metal electronic structure; spintronics; optoelectronics; theme_semi-conductors,integrative,quantitative,2501.04751v2,
2412.20009v1_11_T,Exciton dissociation probability in organic solar cells decreases when operating from short-circuit to open-circuit condition due to reduced built-in potential.,Supported,2024-12-01,2024-11-01,matteroffact,test,semi-conductors; photovoltaic devices; solar cells; organic solar cells; perovskite solar cells; device simulation; photovoltaic materials; theme_semi-conductors,code/simulation,qualitative,2412.20009v1,
2412.20009v1_11_F,Exciton dissociation probability in organic solar cells increases when operating from short-circuit to open-circuit condition due to enhanced charge separation.,Refuted,2024-12-01,2024-11-01,matteroffact,test,semi-conductors; photovoltaic devices; solar cells; organic solar cells; perovskite solar cells; device simulation; photovoltaic materials; theme_semi-conductors,code/simulation,qualitative,2412.20009v1,
2412.05273v1_1_T,"In Cd3As2, the Coulomb disorder strength parameters β and γ decrease with increasing carrier density, with β decreasing from approximately 0.12 to 0.04 as carrier density increases from 2.9×10^16 cm^-3 to 5.8×10^16 cm^-3.",Supported,2024-12-01,2024-11-01,matteroffact,test,semi-conductors; topological semimetals; quasi-quantum Hall effect; Coulomb disorder; Cd3As2 Dirac semimetal; theme_semi-conductors,experimental,quantitative,2412.05273v1,
2412.05273v1_1_F,"In Cd3As2, the Coulomb disorder strength parameters β and γ increase with increasing carrier density, with β increasing from approximately 0.04 to 0.12 as carrier density increases from 2.9×10^16 cm^-3 to 5.8×10^16 cm^-3.",Refuted,2024-12-01,2024-11-01,matteroffact,test,semi-conductors; topological semimetals; quasi-quantum Hall effect; Coulomb disorder; Cd3As2 Dirac semimetal; theme_semi-conductors,experimental,quantitative,2412.05273v1,
2503.12194v1_1_T,"Hybrid functional calculations with 40% Hartree-Fock mixing parameter produce indirect band gaps of 5.21 eV in pristine α-Ga₂O₃ and 4.94 eV in pristine β-Ga₂O₃, which align with experimental values.",Supported,2025-03-01,2025-02-01,matteroffact,test,semi-conductors; gallium oxide; rare earth doped semiconductors; quantum materials; optical and magnetic properties of Er doped Ga2O3; theme_semi-conductors,theoretical,quantitative,2503.12194v1,
2503.12194v1_1_F,Hybrid functional calculations with 40% Hartree-Fock mixing parameter produce direct band gaps of 5.21 eV in pristine α-Ga₂O₃ and 4.94 eV in pristine β-Ga₂O₃.,Refuted,2025-03-01,2025-02-01,matteroffact,test,semi-conductors; gallium oxide; rare earth doped semiconductors; quantum materials; optical and magnetic properties of Er doped Ga2O3; theme_semi-conductors,theoretical,quantitative,2503.12194v1,
2409.06549v1_10_T,Epitaxial strain maintained in LSMO layers through a well-controlled interface with the substrate promotes the formation of the metastable polar phase in HZO films,Supported,2024-09-01,2024-08-01,matteroffact,test,Thin-film semi-conductors; ferroelectric HfO2-based thin films; Hf0.5Zr0.5O2 (HZO) thin films; ferroelectricity; epitaxial thin films; polar phase stabilization; rhombohedral phase; Pulsed Laser Deposition; theme_semi-conductors,integrative,qualitative,2409.06549v1,
2409.06549v1_10_F,Epitaxial strain relaxation in LSMO layers promotes the formation of the metastable polar phase in HZO films,Refuted,2024-09-01,2024-08-01,matteroffact,test,Thin-film semi-conductors; ferroelectric HfO2-based thin films; Hf0.5Zr0.5O2 (HZO) thin films; ferroelectricity; epitaxial thin films; polar phase stabilization; rhombohedral phase; Pulsed Laser Deposition; theme_semi-conductors,integrative,qualitative,2409.06549v1,
2411.11618v1_16_T,"In MoS2 flakes with ZZ-S edges, the edge states are primarily formed from S p-z and s orbital contributions, with p-z orbitals dominating high energy states and s orbitals forming states closer to band edges.",Supported,2024-11-01,2024-10-01,matteroffact,test,Thin-film semi-conductors; MoS2 films; transition-metal dichalcogenides; electronic transport in 2D materials; theme_semi-conductors,code/simulation,qualitative,2411.11618v1,
2411.11618v1_16_F,"In MoS2 flakes with ZZ-S edges, the edge states are primarily formed from Mo d-orbital contributions, with d-xy orbitals dominating high energy states and d-z² orbitals forming states closer to band edges.",Refuted,2024-11-01,2024-10-01,matteroffact,test,Thin-film semi-conductors; MoS2 films; transition-metal dichalcogenides; electronic transport in 2D materials; theme_semi-conductors,code/simulation,qualitative,2411.11618v1,
